trips,precipitation,snow_depth,snowfall,max_temperature,min_temperature,average_wind_speed,year,season,month,holiday,stations_in_service,weekday,weekday_non_holiday
30044,0.011811,0,0,71.06,51.98,4.69757,2014,spring,5,FALSE,330,TRUE,TRUE
26057,0.149606,0,0,71.06,57.92,5.36865,2014,spring,5,FALSE,330,TRUE,TRUE
17784,1.53937,0,0,68,57.92,6.48712,2014,spring,5,FALSE,330,TRUE,TRUE
29912,0,0,0,69.98,53.06,4.92126,2014,spring,5,FALSE,330,FALSE,FALSE
27436,0,0,0,66.92,51.08,5.81603,2014,spring,5,FALSE,330,FALSE,FALSE
31692,0,0,0,71.96,48.92,4.69757,2014,spring,5,FALSE,330,TRUE,TRUE
35567,0,0,0,78.08,53.06,3.13171,2014,spring,5,FALSE,330,TRUE,TRUE
34420,0,0,0,73.94,62.96,2.46063,2014,spring,5,FALSE,330,TRUE,TRUE
24535,0.240157,0,0,66.92,59,3.13171,2014,spring,5,FALSE,330,TRUE,TRUE
24484,0.909449,0,0,71.06,55.94,4.25018,2014,spring,5,FALSE,329,TRUE,TRUE
16798,0.401575,0,0,69.98,57.02,3.5791,2014,spring,5,FALSE,328,FALSE,FALSE
25637,0,0,0,80.06,55.04,2.01324,2014,spring,5,FALSE,328,FALSE,FALSE
26930,0,0,0,86,66.02,4.92126,2014,spring,5,TRUE,328,TRUE,FALSE
32936,0,0,0,86,64.04,4.25018,2014,spring,5,FALSE,328,TRUE,TRUE
29690,0,0,0,64.04,53.96,7.60558,2014,spring,5,FALSE,328,TRUE,TRUE
33889,0,0,0,66.02,51.08,4.25018,2014,spring,5,FALSE,327,TRUE,TRUE
34343,0,0,0,75.02,55.04,2.46063,2014,spring,5,FALSE,327,TRUE,TRUE
27734,0.0511811,0,0,73.04,57.02,5.81603,2014,spring,5,FALSE,327,FALSE,FALSE
31333,0,0,0,77,55.04,3.5791,2014,summer,6,FALSE,327,FALSE,FALSE
34519,0,0,0,80.06,59,4.47387,2014,summer,6,FALSE,327,TRUE,TRUE
29501,0.11811,0,0,87.08,64.94,4.02649,2014,summer,6,FALSE,327,TRUE,TRUE
36068,0,0,0,82.04,62.96,3.5791,2014,summer,6,FALSE,327,TRUE,TRUE
24619,0.870079,0,0,75.92,60.98,5.59234,2014,summer,6,FALSE,327,TRUE,TRUE
37719,0,0,0,75.92,60.98,4.47387,2014,summer,6,FALSE,327,TRUE,TRUE
31204,0,0,0,82.04,60.08,2.90802,2014,summer,6,FALSE,327,FALSE,FALSE
30162,0,0,0,86,66.02,2.90802,2014,summer,6,FALSE,327,FALSE,FALSE
18611,1.59843,0,0,73.04,62.96,4.25018,2014,summer,6,FALSE,327,TRUE,TRUE
33435,0,0,0,77,64.94,3.3554,2014,summer,6,FALSE,327,TRUE,TRUE
30548,0.019685,0,0,69.98,60.98,7.1582,2014,summer,6,FALSE,328,TRUE,TRUE
29084,0.0708661,0,0,73.04,60.08,5.59234,2014,summer,6,FALSE,328,TRUE,TRUE
18308,1.27953,0,0,78.98,64.94,3.5791,2014,summer,6,FALSE,328,TRUE,TRUE
28417,0,0,0,73.94,60.08,4.69757,2014,summer,6,FALSE,328,FALSE,FALSE
28382,0,0,0,80.06,59,4.25018,2014,summer,6,FALSE,328,FALSE,FALSE
34932,0,0,0,80.96,62.96,2.90802,2014,summer,6,FALSE,328,TRUE,TRUE
35097,0,0,0,89.06,71.06,4.02649,2014,summer,6,FALSE,329,TRUE,TRUE
35531,0,0,0,89.06,75.92,5.81603,2014,summer,6,FALSE,329,TRUE,TRUE
31724,0.149606,0,0,77,68,3.80279,2014,summer,6,FALSE,329,TRUE,TRUE
34405,0,0,0,78.98,64.04,4.47387,2014,summer,6,FALSE,328,TRUE,TRUE
30288,0,0,0,78.08,62.06,4.92126,2014,summer,6,FALSE,328,FALSE,FALSE
29417,0,0,0,78.98,64.04,2.01324,2014,summer,6,FALSE,328,FALSE,FALSE
32580,0,0,0,80.96,64.94,2.68432,2014,summer,6,FALSE,328,TRUE,TRUE
35897,0,0,0,80.96,68,4.92126,2014,summer,6,FALSE,328,TRUE,TRUE
34340,0.0787402,0,0,84.92,69.98,4.92126,2014,summer,6,FALSE,328,TRUE,TRUE
34846,0.0708661,0,0,84.92,69.98,4.69757,2014,summer,6,FALSE,328,TRUE,TRUE
35823,0,0,0,82.94,66.92,2.90802,2014,summer,6,FALSE,328,TRUE,TRUE
28507,0,0,0,87.08,66.02,2.90802,2014,summer,6,FALSE,328,FALSE,FALSE
27986,0,0,0,82.94,68,2.68432,2014,summer,6,FALSE,328,FALSE,FALSE
33597,0,0,0,84.02,69.08,2.68432,2014,summer,6,FALSE,328,TRUE,TRUE
34854,0,0,0,89.06,71.96,5.14495,2014,summer,7,FALSE,328,TRUE,TRUE
26582,0.96063,0,0,91.04,71.96,3.80279,2014,summer,7,FALSE,328,TRUE,TRUE
27587,1.77953,0,0,87.08,69.08,2.90802,2014,summer,7,FALSE,327,TRUE,TRUE
13612,0.141732,0,0,73.94,64.94,5.36865,2014,summer,7,TRUE,327,TRUE,FALSE
22913,0,0,0,80.96,62.96,6.71081,2014,summer,7,FALSE,327,FALSE,FALSE
23822,0,0,0,84.02,66.02,4.92126,2014,summer,7,FALSE,327,FALSE,FALSE
31863,0.0393701,0,0,89.96,71.96,5.81603,2014,summer,7,FALSE,327,TRUE,TRUE
32713,0.389764,0,0,91.04,71.06,4.69757,2014,summer,7,FALSE,327,TRUE,TRUE
34426,0.0905512,0,0,87.98,71.06,4.25018,2014,summer,7,FALSE,327,TRUE,TRUE
36288,0,0,0,82.94,71.96,2.90802,2014,summer,7,FALSE,327,TRUE,TRUE
35000,0,0,0,86,71.06,4.02649,2014,summer,7,FALSE,327,TRUE,TRUE
28718,0,0,0,84.92,71.06,3.3554,2014,summer,7,FALSE,327,FALSE,FALSE
24869,0.0314961,0,0,82.94,71.96,5.14495,2014,summer,7,FALSE,327,FALSE,FALSE
25825,0.46063,0,0,84.02,71.96,4.47387,2014,summer,7,FALSE,327,TRUE,TRUE
22963,1.29921,0,0,86,71.96,2.68432,2014,summer,7,FALSE,327,TRUE,TRUE
35391,0,0,0,80.96,68,3.80279,2014,summer,7,FALSE,327,TRUE,TRUE
38619,0,0,0,80.96,66.92,4.02649,2014,summer,7,FALSE,328,TRUE,TRUE
36105,0,0,0,80.96,64.04,4.02649,2014,summer,7,FALSE,328,TRUE,TRUE
29291,0,0,0,75.92,68,5.14495,2014,summer,7,FALSE,328,FALSE,FALSE
30296,0,0,0,80.06,66.02,4.02649,2014,summer,7,FALSE,328,FALSE,FALSE
35670,0,0,0,84.92,66.92,2.01324,2014,summer,7,FALSE,328,TRUE,TRUE
36886,0,0,0,86,71.06,3.80279,2014,summer,7,FALSE,328,TRUE,TRUE
34173,0.188976,0,0,87.98,71.96,4.92126,2014,summer,7,FALSE,328,TRUE,TRUE
36693,0,0,0,80.06,69.98,4.92126,2014,summer,7,FALSE,328,TRUE,TRUE
36384,0,0,0,82.04,66.02,4.25018,2014,summer,7,FALSE,328,TRUE,TRUE
27179,0,0,0,80.96,69.08,4.25018,2014,summer,7,FALSE,328,FALSE,FALSE
27004,0.019685,0,0,84.92,71.06,3.3554,2014,summer,7,FALSE,328,FALSE,FALSE
33189,0.188976,0,0,82.04,68,7.38189,2014,summer,7,FALSE,328,TRUE,TRUE
37092,0,0,0,75.92,64.04,4.92126,2014,summer,7,FALSE,328,TRUE,TRUE
37377,0,0,0,80.06,62.96,2.90802,2014,summer,7,FALSE,327,TRUE,TRUE
35458,0,0,0,82.04,68,3.3554,2014,summer,7,FALSE,326,TRUE,TRUE
32654,0,0,0,84.02,71.06,3.80279,2014,summer,8,FALSE,326,TRUE,TRUE
26784,0.409449,0,0,73.94,62.96,6.03973,2014,summer,8,FALSE,326,FALSE,FALSE
25276,0.0708661,0,0,75.92,66.02,2.23694,2014,summer,8,FALSE,326,FALSE,FALSE
33822,0,0,0,84.02,69.98,3.3554,2014,summer,8,FALSE,326,TRUE,TRUE
34392,0,0,0,89.96,71.06,2.46063,2014,summer,8,FALSE,326,TRUE,TRUE
36336,0,0,0,82.94,69.98,2.90802,2014,summer,8,FALSE,326,TRUE,TRUE
36362,0,0,0,82.94,66.02,4.25018,2014,summer,8,FALSE,326,TRUE,TRUE
34073,0,0,0,82.94,64.94,3.13171,2014,summer,8,FALSE,326,TRUE,TRUE
31636,0,0,0,87.08,66.02,2.90802,2014,summer,8,FALSE,326,FALSE,FALSE
26749,0,0,0,87.98,68,2.90802,2014,summer,8,FALSE,326,FALSE,FALSE
33664,0,0,0,87.08,71.06,3.13171,2014,summer,8,FALSE,327,TRUE,TRUE
26261,0.188976,0,0,78.98,69.98,5.81603,2014,summer,8,FALSE,327,TRUE,TRUE
27977,0.531496,0,0,82.04,68,5.59234,2014,summer,8,FALSE,327,TRUE,TRUE
35154,0,0,0,77,62.96,4.69757,2014,summer,8,FALSE,327,TRUE,TRUE
32480,0,0,0,73.04,60.98,5.36865,2014,summer,8,FALSE,326,TRUE,TRUE
32017,0,0,0,78.08,62.96,4.02649,2014,summer,8,FALSE,326,FALSE,FALSE
27417,0.011811,0,0,82.04,66.02,3.5791,2014,summer,8,FALSE,326,FALSE,FALSE
34339,0,0,0,80.96,62.96,4.47387,2014,summer,8,FALSE,325,TRUE,TRUE
35367,0,0,0,82.94,62.96,3.80279,2014,summer,8,FALSE,325,TRUE,TRUE
35532,0,0,0,84.02,69.98,2.23694,2014,summer,8,FALSE,325,TRUE,TRUE
33804,0.350394,0,0,82.94,64.94,3.5791,2014,summer,8,FALSE,325,TRUE,TRUE
30406,0.0590551,0,0,78.98,64.94,4.69757,2014,summer,8,FALSE,325,TRUE,TRUE
26429,0.011811,0,0,77,66.92,4.69757,2014,summer,8,FALSE,325,FALSE,FALSE
27493,0,0,0,80.06,64.04,3.13171,2014,summer,8,FALSE,325,FALSE,FALSE
32892,0,0,0,87.98,64.04,2.68432,2014,summer,8,FALSE,326,TRUE,TRUE
34519,0,0,0,89.06,69.98,2.23694,2014,summer,8,FALSE,326,TRUE,TRUE
33721,0,0,0,89.96,69.98,3.3554,2014,summer,8,FALSE,326,TRUE,TRUE
33927,0,0,0,82.04,66.02,5.36865,2014,summer,8,FALSE,326,TRUE,TRUE
31264,0,0,0,80.06,60.98,3.3554,2014,summer,8,FALSE,326,TRUE,TRUE
22689,0,0,0,80.06,64.94,2.23694,2014,summer,8,FALSE,326,FALSE,FALSE
18053,0.61811,0,0,89.96,73.04,3.3554,2014,summer,8,FALSE,326,FALSE,FALSE
23575,0,0,0,87.98,75.02,2.90802,2014,fall,9,TRUE,326,TRUE,FALSE
30507,0,0,0,91.94,77,5.36865,2014,fall,9,FALSE,326,TRUE,TRUE
35535,0,0,0,86,71.96,3.3554,2014,fall,9,FALSE,326,TRUE,TRUE
36496,0,0,0,87.08,69.08,2.68432,2014,fall,9,FALSE,326,TRUE,TRUE
34831,0,0,0,87.08,71.96,2.90802,2014,fall,9,FALSE,326,TRUE,TRUE
25833,0.110236,0,0,91.04,66.92,4.69757,2014,fall,9,FALSE,326,FALSE,FALSE
29721,0,0,0,80.96,64.94,4.69757,2014,fall,9,FALSE,326,FALSE,FALSE
34335,0,0,0,75.02,64.94,7.60558,2014,fall,9,FALSE,326,TRUE,TRUE
34518,0,0,0,73.04,62.96,7.82928,2014,fall,9,FALSE,326,TRUE,TRUE
37653,0,0,0,80.06,62.96,5.81603,2014,fall,9,FALSE,326,TRUE,TRUE
37081,0,0,0,82.94,69.08,4.69757,2014,fall,9,FALSE,326,TRUE,TRUE
37204,0,0,0,78.08,62.06,5.14495,2014,fall,9,FALSE,325,TRUE,TRUE
17293,0.259843,0,0,69.08,57.92,5.14495,2014,fall,9,FALSE,325,FALSE,FALSE
28688,0,0,0,71.06,53.06,3.13171,2014,fall,9,FALSE,325,FALSE,FALSE
35045,0,0,0,71.06,55.04,2.90802,2014,fall,9,FALSE,326,TRUE,TRUE
25633,0.370079,0,0,69.98,57.92,2.23694,2014,fall,9,FALSE,326,TRUE,TRUE
37453,0,0,0,73.04,55.04,2.68432,2014,fall,9,FALSE,327,TRUE,TRUE
37381,0,0,0,75.92,57.02,2.68432,2014,fall,9,FALSE,327,TRUE,TRUE
34713,0,0,0,66.02,53.96,7.60558,2014,fall,9,FALSE,327,TRUE,TRUE
30011,0,0,0,75.02,57.02,2.90802,2014,fall,9,FALSE,327,FALSE,FALSE
26080,0.149606,0,0,75.02,66.92,1.56586,2014,fall,9,FALSE,327,FALSE,FALSE
33239,0,0,0,71.06,55.04,6.71081,2014,fall,9,FALSE,327,TRUE,TRUE
36347,0,0,0,71.06,51.98,1.78955,2014,fall,9,FALSE,327,TRUE,TRUE
35481,0,0,0,71.06,57.92,5.59234,2014,fall,9,FALSE,328,TRUE,TRUE
16650,0.318898,0,0,64.04,57.02,8.27666,2014,fall,9,FALSE,328,TRUE,TRUE
35116,0,0,0,77,57.92,4.25018,2014,fall,9,FALSE,328,TRUE,TRUE
30193,0,0,0,82.94,60.08,2.46063,2014,fall,9,FALSE,328,FALSE,FALSE
29021,0,0,0,84.02,64.04,1.78955,2014,fall,9,FALSE,328,FALSE,FALSE
33161,0,0,0,78.98,66.92,0.671081,2014,fall,9,FALSE,328,TRUE,TRUE
35093,0,0,0,71.06,62.06,4.69757,2014,fall,9,FALSE,328,TRUE,TRUE
27942,0.019685,0,0,64.94,60.98,6.03973,2014,fall,10,FALSE,328,TRUE,TRUE
34492,0,0,0,69.98,60.98,4.69757,2014,fall,10,FALSE,328,TRUE,TRUE
34944,0,0,0,71.06,55.94,4.25018,2014,fall,10,FALSE,328,TRUE,TRUE
13354,1.1811,0,0,69.08,51.98,6.71081,2014,fall,10,FALSE,328,FALSE,FALSE
23456,0,0,0,60.98,46.04,5.59234,2014,fall,10,FALSE,328,FALSE,FALSE
31742,0,0,0,69.08,50,3.80279,2014,fall,10,FALSE,328,TRUE,TRUE
32892,0.0590551,0,0,71.06,62.96,4.69757,2014,fall,10,FALSE,328,TRUE,TRUE
33607,0.0393701,0,0,73.04,62.06,7.1582,2014,fall,10,FALSE,328,TRUE,TRUE
32203,0,0,0,68,55.04,5.59234,2014,fall,10,FALSE,328,TRUE,TRUE
30887,0,0,0,64.04,51.98,2.23694,2014,fall,10,FALSE,328,TRUE,TRUE
12965,0.330709,0,0,60.08,50,4.47387,2014,fall,10,FALSE,328,FALSE,FALSE
23394,0,0,0,62.96,48.02,2.68432,2014,fall,10,FALSE,328,FALSE,FALSE
22752,0.0511811,0,0,64.94,51.98,2.68432,2014,fall,10,FALSE,328,TRUE,TRUE
32614,0,0,0,75.92,62.96,4.69757,2014,fall,10,FALSE,328,TRUE,TRUE
28743,0.688976,0,0,77,69.08,5.14495,2014,fall,10,FALSE,328,TRUE,TRUE
26754,1.11024,0,0,71.06,60.98,4.02649,2014,fall,10,FALSE,328,TRUE,TRUE
34132,0,0,0,71.06,59,4.47387,2014,fall,10,FALSE,328,TRUE,TRUE
24978,0,0,0,69.98,55.94,6.26342,2014,fall,10,FALSE,328,FALSE,FALSE
18840,0,0,0,55.94,44.06,7.60558,2014,fall,10,FALSE,328,FALSE,FALSE
27914,0,0,0,60.08,42.08,3.80279,2014,fall,10,FALSE,328,TRUE,TRUE
31330,0.110236,0,0,66.92,55.04,3.5791,2014,fall,10,FALSE,328,TRUE,TRUE
9169,1.51181,0,0,57.92,50,9.39513,2014,fall,10,FALSE,328,TRUE,TRUE
13371,0.610236,0,0,53.06,50,7.60558,2014,fall,10,FALSE,328,TRUE,TRUE
29837,0,0,0,62.96,51.08,4.47387,2014,fall,10,FALSE,328,TRUE,TRUE
24952,0.011811,0,0,66.92,50,5.81603,2014,fall,10,FALSE,328,FALSE,FALSE
20768,0,0,0,62.96,53.06,7.82928,2014,fall,10,FALSE,328,FALSE,FALSE
28806,0,0,0,62.96,48.02,5.14495,2014,fall,10,FALSE,328,TRUE,TRUE
32956,0,0,0,71.96,53.06,2.90802,2014,fall,10,FALSE,328,TRUE,TRUE
29999,0,0,0,71.96,51.08,4.92126,2014,fall,10,FALSE,328,TRUE,TRUE
31133,0,0,0,59,46.94,3.5791,2014,fall,10,FALSE,329,TRUE,TRUE
27785,0.0511811,0,0,55.04,44.96,6.48712,2014,fall,10,FALSE,328,TRUE,TRUE
6002,0.350394,0,0,46.94,42.08,8.94775,2014,fall,11,FALSE,328,FALSE,FALSE
14100,0,0,0,48.02,41,10.7373,2014,fall,11,FALSE,328,FALSE,FALSE
26757,0,0,0,60.98,39.02,5.81603,2014,fall,11,FALSE,328,TRUE,TRUE
31174,0,0,0,68,53.06,4.69757,2014,fall,11,FALSE,328,TRUE,TRUE
30539,0,0,0,64.04,55.94,4.47387,2014,fall,11,FALSE,328,TRUE,TRUE
12283,0.370079,0,0,57.02,48.02,3.13171,2014,fall,11,FALSE,328,TRUE,TRUE
25355,0,0,0,53.06,39.92,7.38189,2014,fall,11,FALSE,328,TRUE,TRUE
17443,0,0,0,48.02,35.96,6.03973,2014,fall,11,FALSE,328,FALSE,FALSE
18207,0,0,0,57.02,46.04,2.68432,2014,fall,11,FALSE,327,FALSE,FALSE
27655,0,0,0,60.98,44.06,2.46063,2014,fall,11,FALSE,327,TRUE,TRUE
29358,0,0,0,64.04,48.92,3.3554,2014,fall,11,FALSE,328,TRUE,TRUE
27807,0,0,0,64.94,46.94,2.68432,2014,fall,11,FALSE,329,TRUE,TRUE
20652,0.200787,0,0,48.02,35.96,3.5791,2014,fall,11,FALSE,329,TRUE,TRUE
21082,0.0590551,0,0,42.08,35.06,7.1582,2014,fall,11,FALSE,329,TRUE,TRUE
14057,0,0,0,42.08,33.08,3.5791,2014,fall,11,FALSE,329,FALSE,FALSE
13272,0.0314961,0,0,44.96,35.06,3.80279,2014,fall,11,FALSE,329,FALSE,FALSE
8116,1.53937,0,0,51.98,39.92,3.80279,2014,fall,11,FALSE,329,TRUE,TRUE
16691,0,0,0,44.96,24.26,10.0662,2014,fall,11,FALSE,329,TRUE,TRUE
16694,0,0,0,35.96,22.1,7.1582,2014,fall,11,FALSE,329,TRUE,TRUE
20611,0,0,0,44.96,31.1,7.1582,2014,fall,11,FALSE,329,TRUE,TRUE
17806,0,0,0,37.04,28.22,7.60558,2014,fall,11,FALSE,329,TRUE,TRUE
12682,0,0,0,44.06,28.22,4.92126,2014,fall,11,FALSE,329,FALSE,FALSE
15669,0,0,0,57.02,42.98,3.80279,2014,fall,11,FALSE,329,FALSE,FALSE
23031,0.700787,0,0,69.08,53.06,5.36865,2014,fall,11,FALSE,329,TRUE,TRUE
25580,0,0,0,68,51.08,5.14495,2014,fall,11,FALSE,329,TRUE,TRUE
3675,1.24016,0,0.19685,51.08,33.98,8.72405,2014,fall,11,FALSE,329,TRUE,TRUE
3945,0.019685,0,0,37.94,33.98,5.14495,2014,fall,11,TRUE,329,TRUE,FALSE
8378,0,0,0,37.04,29.12,5.81603,2014,fall,11,TRUE,329,TRUE,FALSE
8183,0,0,0,44.96,27.14,3.5791,2014,fall,11,FALSE,329,FALSE,FALSE
12384,0,0,0,55.04,44.96,4.25018,2014,fall,11,FALSE,329,FALSE,FALSE
18519,0.0905512,0,0,64.94,42.08,6.71081,2014,winter,12,FALSE,329,TRUE,TRUE
15367,0.0787402,0,0,42.98,35.06,9.17144,2014,winter,12,FALSE,329,TRUE,TRUE
13472,0.0590551,0,0,46.04,41,7.60558,2014,winter,12,FALSE,329,TRUE,TRUE
21335,0,0,0,44.96,37.04,5.81603,2014,winter,12,FALSE,329,TRUE,TRUE
15818,0.511811,0,0,44.06,33.98,6.03973,2014,winter,12,FALSE,329,TRUE,TRUE
4047,1.22047,0,0,50,39.02,4.02649,2014,winter,12,FALSE,329,FALSE,FALSE
10510,0.0393701,0,0,42.08,30.2,11.8558,2014,winter,12,FALSE,329,FALSE,FALSE
15557,0,0,0,37.04,24.26,11.4084,2014,winter,12,FALSE,329,TRUE,TRUE
6713,2.53937,0,0,42.08,35.96,10.2899,2014,winter,12,FALSE,329,TRUE,TRUE
10399,0.0787402,0,0.984252,39.92,32,8.27666,2014,winter,12,FALSE,329,TRUE,TRUE
18141,0.011811,1.1811,0,37.94,31.1,7.60558,2014,winter,12,FALSE,329,TRUE,TRUE
17892,0,0,0,37.94,32,8.05297,2014,winter,12,FALSE,328,TRUE,TRUE
12549,0,0,0,44.06,33.98,8.94775,2014,winter,12,FALSE,328,FALSE,FALSE
11941,0,0,0,46.04,37.94,6.03973,2014,winter,12,FALSE,328,FALSE,FALSE
19382,0,0,0,48.02,37.04,2.68432,2014,winter,12,FALSE,328,TRUE,TRUE
16816,0.200787,0,0,48.92,37.94,3.80279,2014,winter,12,FALSE,328,TRUE,TRUE
20346,0.019685,0,0,53.96,42.08,5.81603,2014,winter,12,FALSE,329,TRUE,TRUE
19051,0,0,0,42.08,37.04,8.72405,2014,winter,12,FALSE,330,TRUE,TRUE
17200,0,0,0,37.94,31.1,7.1582,2014,winter,12,FALSE,329,TRUE,TRUE
9582,0,0,0,33.08,30.2,4.92126,2014,winter,12,FALSE,329,FALSE,FALSE
8747,0,0,0,35.96,31.1,4.92126,2014,winter,12,FALSE,329,FALSE,FALSE
13560,0.0393701,0,0,44.06,35.06,6.03973,2014,winter,12,FALSE,330,TRUE,TRUE
9422,0.161417,0,0,46.04,42.98,8.27666,2014,winter,12,FALSE,330,TRUE,TRUE
4285,0.799213,0,0,57.92,44.06,5.81603,2014,winter,12,TRUE,330,TRUE,FALSE
4890,0.0905512,0,0,62.06,44.06,9.61883,2014,winter,12,TRUE,330,TRUE,FALSE
9895,0,0,0,50,39.92,5.81603,2014,winter,12,FALSE,330,TRUE,TRUE
10247,0,0,0,55.04,44.06,4.47387,2014,winter,12,FALSE,330,FALSE,FALSE
7902,0.0984252,0,0,53.96,42.98,5.81603,2014,winter,12,FALSE,330,FALSE,FALSE
13549,0,0,0,44.06,33.98,5.14495,2014,winter,12,FALSE,330,TRUE,TRUE
12196,0,0,0,33.98,28.22,4.25018,2014,winter,12,FALSE,330,TRUE,TRUE
9739,0,0,0,32,27.14,5.59234,2014,winter,12,FALSE,330,TRUE,TRUE
5317,0,0,0,39.02,27.14,7.1582,2015,winter,1,TRUE,330,TRUE,FALSE
11304,0,0,0,42.08,35.06,7.1582,2015,winter,1,FALSE,330,TRUE,TRUE
4478,0.708661,0,0,42.08,33.08,6.48712,2015,winter,1,FALSE,330,FALSE,FALSE
7849,0.299213,0,0,55.94,41,6.48712,2015,winter,1,FALSE,330,FALSE,FALSE
14506,0,0,0,48.92,21.2,10.5136,2015,winter,1,FALSE,330,TRUE,TRUE
8739,0.0511811,0,0.984252,22.1,19.22,4.02649,2015,winter,1,FALSE,330,TRUE,TRUE
9646,0,1.1811,0,23.18,9.14,12.7505,2015,winter,1,FALSE,330,TRUE,TRUE
8779,0,0,0,21.2,8.24,8.72405,2015,winter,1,FALSE,330,TRUE,TRUE
7930,0.0708661,0,1.49606,33.08,19.22,8.72405,2015,winter,1,FALSE,330,TRUE,TRUE
6109,0,1.1811,0,23.18,16.16,8.05297,2015,winter,1,FALSE,330,FALSE,FALSE
7467,0,1.1811,0,37.04,18.14,6.03973,2015,winter,1,FALSE,330,FALSE,FALSE
8645,0.358268,0,0,39.02,35.06,3.80279,2015,winter,1,FALSE,330,TRUE,TRUE
12797,0,0,0,35.96,17.24,8.50036,2015,winter,1,FALSE,330,TRUE,TRUE
13086,0,0,0,32,16.16,6.26342,2015,winter,1,FALSE,330,TRUE,TRUE
14075,0,0,0,35.06,25.16,4.69757,2015,winter,1,FALSE,330,TRUE,TRUE
13843,0,0,0,42.98,20.12,9.84252,2015,winter,1,FALSE,330,TRUE,TRUE
7491,0,0,0,32,17.24,6.03973,2015,winter,1,FALSE,330,FALSE,FALSE
1795,2.09843,0,0,42.08,31.1,3.80279,2015,winter,1,FALSE,330,FALSE,FALSE
10710,0,0,0,42.08,35.96,7.60558,2015,winter,1,TRUE,330,TRUE,FALSE
16129,0,0,0,39.92,32,5.81603,2015,winter,1,FALSE,330,TRUE,TRUE
15234,0,0,0,35.96,25.16,4.25018,2015,winter,1,FALSE,330,TRUE,TRUE
15864,0,0,0,39.92,31.1,5.59234,2015,winter,1,FALSE,330,TRUE,TRUE
15737,0,0,0,39.02,28.22,5.59234,2015,winter,1,FALSE,330,TRUE,TRUE
4814,0.720472,3.14961,3.58268,39.02,33.08,6.03973,2015,winter,1,FALSE,330,FALSE,FALSE
9379,0,1.9685,0,42.08,31.1,6.26342,2015,winter,1,FALSE,330,FALSE,FALSE
4141,0.480315,1.9685,5.51181,31.1,22.1,12.7505,2015,winter,1,FALSE,330,TRUE,TRUE
1214,0.358268,7.87402,4.29134,30.2,20.12,8.27666,2015,winter,1,FALSE,330,TRUE,TRUE
5401,0,7.87402,0,33.98,16.16,7.60558,2015,winter,1,FALSE,330,TRUE,TRUE
8870,0.019685,5.90551,0,35.96,19.22,3.80279,2015,winter,1,FALSE,330,TRUE,TRUE
9015,0.0590551,7.08661,0.984252,37.94,19.22,10.5136,2015,winter,1,FALSE,330,TRUE,TRUE
5188,0,7.08661,0,26.24,13.1,12.3031,2015,winter,1,FALSE,330,FALSE,FALSE
6441,0.0314961,5.90551,0.314961,35.96,20.12,3.80279,2015,winter,2,FALSE,330,FALSE,FALSE
1459,1.01969,7.08661,5,33.98,14.18,9.84252,2015,winter,2,FALSE,330,TRUE,TRUE
4754,0,7.87402,0,26.24,13.1,7.1582,2015,winter,2,FALSE,330,TRUE,TRUE
8973,0,7.87402,0,42.98,24.26,4.25018,2015,winter,2,FALSE,330,TRUE,TRUE
9208,0,7.87402,0,42.08,14.18,8.50036,2015,winter,2,FALSE,330,TRUE,TRUE
8575,0,7.87402,0,27.14,12.2,7.1582,2015,winter,2,FALSE,330,TRUE,TRUE
6790,0.019685,7.87402,0,39.92,25.16,3.80279,2015,winter,2,FALSE,330,FALSE,FALSE
6662,0,7.87402,0,37.04,29.12,8.50036,2015,winter,2,FALSE,330,FALSE,FALSE
5160,0.0905512,7.87402,0,29.12,25.16,10.961,2015,winter,2,FALSE,330,TRUE,TRUE
10328,0.011811,7.87402,0.11811,39.92,26.24,10.5136,2015,winter,2,FALSE,330,TRUE,TRUE
11439,0,7.87402,0,33.98,22.1,6.48712,2015,winter,2,FALSE,330,TRUE,TRUE
11269,0,7.87402,0,39.92,16.16,7.38189,2015,winter,2,FALSE,330,TRUE,TRUE
7642,0,7.87402,0,21.2,8.24,9.17144,2015,winter,2,FALSE,330,TRUE,TRUE
4614,0.019685,7.87402,0.905512,32,16.16,5.36865,2015,winter,2,FALSE,330,FALSE,FALSE
2581,0,9.05512,0,25.16,4.1,14.5401,2015,winter,2,FALSE,330,FALSE,FALSE
3998,0,9.05512,0,21.2,3.2,6.9345,2015,winter,2,TRUE,330,TRUE,FALSE
4784,0.141732,11.811,3.30709,27.14,14.18,4.69757,2015,winter,2,FALSE,330,TRUE,TRUE
9170,0,9.05512,0,33.08,19.22,4.25018,2015,winter,2,FALSE,330,TRUE,TRUE
7799,0,9.05512,0,27.14,8.24,11.4084,2015,winter,2,FALSE,329,TRUE,TRUE
6159,0,9.05512,0,19.22,2.12,10.2899,2015,winter,2,FALSE,328,TRUE,TRUE
3157,0.610236,9.05512,2.99213,32,13.1,4.47387,2015,winter,2,FALSE,328,FALSE,FALSE
4274,0.0984252,12.9921,0.984252,42.98,32,2.90802,2015,winter,2,FALSE,328,FALSE,FALSE
7458,0,11.811,0,37.94,8.24,11.1847,2015,winter,2,FALSE,328,TRUE,TRUE
7402,0,11.811,0,24.26,4.1,5.81603,2015,winter,2,FALSE,328,TRUE,TRUE
10751,0,11.811,0,37.04,20.12,6.48712,2015,winter,2,FALSE,328,TRUE,TRUE
